joint_loss,iou_score,precision,recall,fscore
0.6682110502547823,0.8448641251042942,0.9058999738742396,0.9266586070208207,0.9156698799624884
0.6687603236473713,0.8452879135141665,0.9063358251581485,0.9264083830351684,0.9159349123227227
0.6616896501521473,0.8519761550057798,0.9094488749799039,0.9312717588906436,0.9198960563571184
0.6656123940477666,0.8474041604504148,0.9061406236333945,0.9291153218328337,0.9171588875583767
0.6634196934011795,0.8521704827387309,0.9103009018701373,0.9308366001266795,0.9200318793660583
0.6630095956251794,0.8504522909823152,0.908994963488628,0.9299006640296618,0.9189344349595692
0.6633231344911242,0.8507464276146642,0.9089945665339834,0.9302376576305664,0.9191146701881567
0.6593455414182132,0.854559224905427,0.9115225900079785,0.932002527197612,0.9213773835565626
0.658633417689923,0.8559772624182949,0.9129430264541782,0.9322601827149539,0.9222177039716658
0.6612855988679477,0.8546626063966257,0.911653415443971,0.93200486038149,0.9214358305193715
0.6630713859784234,0.8525478495764979,0.9107899874756016,0.9303988986408589,0.9201848242700714
0.6604162473039529,0.8548897418779192,0.9123237692203717,0.9317225414453092,0.9216224704821088
0.6592098886204748,0.8552828142323443,0.9109978804883268,0.933362270753408,0.9217447466457016
0.6557401897980991,0.8595753226083578,0.9151246265037771,0.9341674152108813,0.9243264179868801
0.6592400971147204,0.8587930687924021,0.9152936234916611,0.9333152273266585,0.9239034062808319
0.6555106750468617,0.8599485853283673,0.9152476166941458,0.9345696980191259,0.9245616572419394
0.6577265655871518,0.8585988602687405,0.9154551545369257,0.9325301671765516,0.9236970113724775
0.6593361177395302,0.8580281697597703,0.9153404432473722,0.9322850716482732,0.9234564285917383
0.6577244689784099,0.8596165585763677,0.9152604255479633,0.9342175783570278,0.9243136589060129
0.6615532341691633,0.8563903140038558,0.9126387023434197,0.9332488529460945,0.9224638508767196
0.6568442478622358,0.8597703250413087,0.9158941396732921,0.933654269606797,0.9244392760021171
0.6571350325014169,0.8610102214764073,0.9154759639317228,0.9354681520117926,0.9251347184181212
0.6517374239017054,0.8657060652664028,0.9190770313911832,0.9372566225602451,0.9278966489526417
0.6562807301885075,0.8636207691172963,0.9168466194388792,0.9371708576212223,0.926669313121088
0.6518349211240554,0.8657857572909485,0.9202685104202977,0.9361005370149907,0.9279159823643791
0.651590731340585,0.8659561497648968,0.9198592833636966,0.9366869060034603,0.92798589123893
0.6528854044442325,0.8651480754626164,0.9180648738575959,0.93754971518959,0.9275093336695251
0.653551977934297,0.8654966323646075,0.9184182728688742,0.9375875438611532,0.9276917189666907
0.6530349998130015,0.8665660269481616,0.9205563277313391,0.936732733987041,0.9283715560264193
0.651373890871854,0.8678107501305258,0.921178044117603,0.9375235856193861,0.9290802306735636
0.6523211205128542,0.8661719751112238,0.9202858418533482,0.9364694879227076,0.9281060197918685
0.6509720529477623,0.868568349130375,0.9205623490294232,0.938990364369658,0.9295270848520022
0.6496867088927437,0.8691338011898946,0.9207282908184014,0.9396575302192846,0.9298540863794149
